"year","step","area","age","length","number"
2001,"4","1","age7","len108",1
2001,"4","1","age7","len80",4
2001,"4","1","age7","len84",1
2001,"4","1","age7","len88",1
2001,"4","1","age7","len92",2
2001,"4","1","age8","len108",1
2001,"4","1","age8","len112",1
2001,"4","1","age8","len80",3
2001,"4","1","age8","len84",2
2001,"4","1","age8","len88",2
2001,"4","1","age8","len92",2
2001,"4","1","age9","len80",1
2001,"4","1","age9","len84",1
2001,"4","1","age9","len96",2
2002,"1","1","age10","len100",2
2002,"1","1","age5","len56",1
2002,"1","1","age5","len76",1
2002,"1","1","age6","len64",1
2002,"1","1","age6","len72",3
2002,"1","1","age6","len84",2
2002,"1","1","age6","len88",1
2002,"1","1","age7","len76",2
2002,"1","1","age7","len80",3
2002,"1","1","age7","len84",4
2002,"1","1","age7","len92",1
2002,"1","1","age8","len76",1
2002,"1","1","age8","len80",2
2002,"1","1","age8","len84",2
2002,"1","1","age8","len88",2
2002,"1","1","age8","len92",1
2002,"1","1","age8","len96",1
2002,"1","1","age9","len100",1
2002,"1","1","age9","len124",1
2002,"1","1","age9","len80",1
2002,"1","1","age9","len84",1
2002,"1","1","age9","len88",4
2002,"1","1","age9","len92",1
2002,"1","1","age9","len96",1
2002,"3","1","age10","len80",1
2002,"3","1","age11","len128",1
2002,"3","1","age11","len132",1
2002,"3","1","age11","len92",1
2002,"3","1","age4","len68",1
2002,"3","1","age4","len84",1
2002,"3","1","age5","len68",1
2002,"3","1","age5","len76",3
2002,"3","1","age5","len80",3
2002,"3","1","age5","len84",2
2002,"3","1","age5","len88",3
2002,"3","1","age5","len92",1
2002,"3","1","age6","len56",1
2002,"3","1","age6","len68",1
2002,"3","1","age6","len72",1
2002,"3","1","age6","len76",4
2002,"3","1","age6","len80",6
2002,"3","1","age6","len84",5
2002,"3","1","age6","len88",1
2002,"3","1","age6","len92",1
2002,"3","1","age6","len96",1
2002,"3","1","age7","len116",1
2002,"3","1","age7","len72",1
2002,"3","1","age7","len84",1
2002,"3","1","age7","len88",2
2002,"3","1","age7","len92",1
2002,"3","1","age7","len96",3
2002,"3","1","age8","len100",1
2002,"3","1","age8","len104",1
2002,"3","1","age8","len108",1
2002,"3","1","age8","len92",1
2002,"3","1","age9","len112",2
2002,"3","1","age9","len116",1
2002,"3","1","age9","len124",1
2002,"3","1","age9","len128",1
2002,"3","1","age9","len96",2
2002,"4","1","age10","len100",2
2002,"4","1","age10","len108",2
2002,"4","1","age10","len116",1
2002,"4","1","age10","len92",1
2002,"4","1","age10","len96",1
2002,"4","1","age11","len108",1
2002,"4","1","age11","len116",1
2002,"4","1","age11","len120",1
2002,"4","1","age4","len84",1
2002,"4","1","age5","len56",1
2002,"4","1","age5","len68",1
2002,"4","1","age5","len76",4
2002,"4","1","age5","len84",5
2002,"4","1","age5","len88",2
2002,"4","1","age6","len60",1
2002,"4","1","age6","len64",1
2002,"4","1","age6","len68",4
2002,"4","1","age6","len72",2
2002,"4","1","age6","len76",3
2002,"4","1","age6","len80",6
2002,"4","1","age6","len84",2
2002,"4","1","age6","len88",2
2002,"4","1","age6","len92",2
2002,"4","1","age7","len100",1
2002,"4","1","age7","len108",1
2002,"4","1","age7","len64",1
2002,"4","1","age7","len68",3
2002,"4","1","age7","len72",2
2002,"4","1","age7","len76",2
2002,"4","1","age7","len80",3
2002,"4","1","age7","len84",3
2002,"4","1","age7","len88",1
2002,"4","1","age7","len92",1
2002,"4","1","age7","len96",1
2002,"4","1","age8","len100",2
2002,"4","1","age8","len104",1
2002,"4","1","age8","len116",1
2002,"4","1","age8","len80",1
2002,"4","1","age8","len88",3
2002,"4","1","age8","len92",3
2002,"4","1","age9","len104",1
2002,"4","1","age9","len88",1
2002,"4","1","age9","len92",1
2003,"3","1","age10","len104",2
2003,"3","1","age10","len112",2
2003,"3","1","age10","len124",1
2003,"3","1","age10","len96",1
2003,"3","1","age11","len100",2
2003,"3","1","age11","len120",1
2003,"3","1","age11","len128",1
2003,"3","1","age5","len72",1
2003,"3","1","age5","len76",1
2003,"3","1","age5","len96",1
2003,"3","1","age6","len56",1
2003,"3","1","age6","len72",2
2003,"3","1","age6","len76",1
2003,"3","1","age6","len80",2
2003,"3","1","age6","len84",1
2003,"3","1","age6","len88",3
2003,"3","1","age7","len100",4
2003,"3","1","age7","len76",1
2003,"3","1","age7","len80",1
2003,"3","1","age7","len84",2
2003,"3","1","age7","len88",3
2003,"3","1","age7","len92",2
2003,"3","1","age7","len96",3
2003,"3","1","age8","len100",3
2003,"3","1","age8","len104",2
2003,"3","1","age8","len80",1
2003,"3","1","age8","len92",5
2003,"3","1","age8","len96",2
2003,"3","1","age9","len100",3
2003,"3","1","age9","len120",1
2003,"3","1","age9","len124",1
2003,"3","1","age9","len84",1
2003,"3","1","age9","len96",1
2003,"4","1","age10","len100",2
2003,"4","1","age10","len104",6
2003,"4","1","age10","len108",2
2003,"4","1","age10","len112",1
2003,"4","1","age10","len116",1
2003,"4","1","age10","len120",1
2003,"4","1","age11","len100",3
2003,"4","1","age11","len104",4
2003,"4","1","age11","len108",4
2003,"4","1","age11","len112",3
2003,"4","1","age11","len116",6
2003,"4","1","age11","len120",3
2003,"4","1","age11","len124",1
2003,"4","1","age11","len128",2
2003,"4","1","age11","len96",1
2003,"4","1","age5","len64",1
2003,"4","1","age5","len68",1
2003,"4","1","age5","len72",1
2003,"4","1","age5","len76",1
2003,"4","1","age5","len80",1
2003,"4","1","age5","len84",1
2003,"4","1","age5","len92",1
2003,"4","1","age6","len100",1
2003,"4","1","age6","len108",1
2003,"4","1","age6","len64",1
2003,"4","1","age6","len68",2
2003,"4","1","age6","len72",2
2003,"4","1","age6","len76",5
2003,"4","1","age6","len80",6
2003,"4","1","age6","len84",6
2003,"4","1","age6","len88",3
2003,"4","1","age6","len92",4
2003,"4","1","age7","len100",4
2003,"4","1","age7","len104",2
2003,"4","1","age7","len68",1
2003,"4","1","age7","len72",1
2003,"4","1","age7","len76",1
2003,"4","1","age7","len80",8
2003,"4","1","age7","len84",8
2003,"4","1","age7","len88",5
2003,"4","1","age7","len92",7
2003,"4","1","age7","len96",6
2003,"4","1","age8","len100",4
2003,"4","1","age8","len104",2
2003,"4","1","age8","len108",1
2003,"4","1","age8","len112",1
2003,"4","1","age8","len72",2
2003,"4","1","age8","len76",1
2003,"4","1","age8","len84",2
2003,"4","1","age8","len88",3
2003,"4","1","age8","len92",6
2003,"4","1","age8","len96",2
2003,"4","1","age9","len100",2
2003,"4","1","age9","len108",3
2003,"4","1","age9","len112",2
2003,"4","1","age9","len120",1
2003,"4","1","age9","len80",1
2003,"4","1","age9","len84",1
2003,"4","1","age9","len92",1
2003,"4","1","age9","len96",2
2010,"2","1","age10","len100",2
2010,"2","1","age10","len88",2
2010,"2","1","age10","len96",2
2010,"2","1","age11","len100",1
2010,"2","1","age11","len104",3
2010,"2","1","age11","len108",1
2010,"2","1","age11","len112",1
2010,"2","1","age11","len116",1
2010,"2","1","age11","len80",1
2010,"2","1","age6","len80",1
2010,"2","1","age7","len68",1
2010,"2","1","age7","len72",1
2010,"2","1","age7","len84",1
2010,"2","1","age8","len68",3
2010,"2","1","age8","len72",2
2010,"2","1","age8","len80",3
2010,"2","1","age8","len84",1
2010,"2","1","age8","len88",2
2010,"2","1","age8","len92",2
2010,"2","1","age8","len96",1
2010,"2","1","age9","len100",1
2010,"2","1","age9","len80",3
2010,"2","1","age9","len84",1
2010,"2","1","age9","len88",1
2010,"2","1","age9","len92",4
2010,"2","1","age9","len96",4
2012,"1","1","age10","len100",2
2012,"1","1","age10","len104",3
2012,"1","1","age10","len108",6
2012,"1","1","age10","len112",6
2012,"1","1","age10","len116",5
2012,"1","1","age10","len120",1
2012,"1","1","age10","len124",2
2012,"1","1","age10","len76",1
2012,"1","1","age10","len80",3
2012,"1","1","age10","len84",3
2012,"1","1","age10","len88",4
2012,"1","1","age10","len92",9
2012,"1","1","age10","len96",3
2012,"1","1","age11","len100",3
2012,"1","1","age11","len104",2
2012,"1","1","age11","len108",5
2012,"1","1","age11","len112",4
2012,"1","1","age11","len116",4
2012,"1","1","age11","len120",4
2012,"1","1","age11","len124",2
2012,"1","1","age11","len128",2
2012,"1","1","age11","len132",1
2012,"1","1","age11","len144",1
2012,"1","1","age11","len148",1
2012,"1","1","age11","len88",2
2012,"1","1","age11","len92",1
2012,"1","1","age4","len60",1
2012,"1","1","age5","len20",1
2012,"1","1","age5","len36",1
2012,"1","1","age5","len40",2
2012,"1","1","age5","len44",1
2012,"1","1","age5","len48",10
2012,"1","1","age5","len52",2
2012,"1","1","age5","len64",1
2012,"1","1","age5","len68",1
2012,"1","1","age5","len84",1
2012,"1","1","age6","len20",2
2012,"1","1","age6","len40",1
2012,"1","1","age6","len44",3
2012,"1","1","age6","len48",6
2012,"1","1","age6","len52",4
2012,"1","1","age6","len56",6
2012,"1","1","age6","len60",8
2012,"1","1","age6","len64",8
2012,"1","1","age6","len68",9
2012,"1","1","age6","len72",1
2012,"1","1","age6","len76",6
2012,"1","1","age6","len80",2
2012,"1","1","age6","len84",1
2012,"1","1","age6","len88",2
2012,"1","1","age7","len100",1
2012,"1","1","age7","len104",1
2012,"1","1","age7","len52",3
2012,"1","1","age7","len56",2
2012,"1","1","age7","len60",2
2012,"1","1","age7","len64",6
2012,"1","1","age7","len68",5
2012,"1","1","age7","len72",11
2012,"1","1","age7","len76",14
2012,"1","1","age7","len80",14
2012,"1","1","age7","len84",11
2012,"1","1","age7","len88",4
2012,"1","1","age7","len92",2
2012,"1","1","age8","len100",3
2012,"1","1","age8","len104",2
2012,"1","1","age8","len20",2
2012,"1","1","age8","len60",1
2012,"1","1","age8","len64",2
2012,"1","1","age8","len68",7
2012,"1","1","age8","len72",8
2012,"1","1","age8","len76",18
2012,"1","1","age8","len80",20
2012,"1","1","age8","len84",7
2012,"1","1","age8","len88",14
2012,"1","1","age8","len92",6
2012,"1","1","age8","len96",8
2012,"1","1","age9","len100",10
2012,"1","1","age9","len104",8
2012,"1","1","age9","len108",2
2012,"1","1","age9","len112",3
2012,"1","1","age9","len116",1
2012,"1","1","age9","len120",1
2012,"1","1","age9","len124",1
2012,"1","1","age9","len48",1
2012,"1","1","age9","len68",1
2012,"1","1","age9","len72",1
2012,"1","1","age9","len76",10
2012,"1","1","age9","len80",8
2012,"1","1","age9","len84",9
2012,"1","1","age9","len88",18
2012,"1","1","age9","len92",15
2012,"1","1","age9","len96",6
2012,"2","1","age10","len108",1
2012,"2","1","age10","len112",1
2012,"2","1","age10","len84",2
2012,"2","1","age11","len100",1
2012,"2","1","age5","len48",1
2012,"2","1","age5","len60",1
2012,"2","1","age5","len68",1
2012,"2","1","age6","len44",1
2012,"2","1","age6","len56",4
2012,"2","1","age6","len64",1
2012,"2","1","age6","len80",3
2012,"2","1","age6","len84",1
2012,"2","1","age7","len72",3
2012,"2","1","age7","len76",2
2012,"2","1","age8","len72",2
2012,"2","1","age8","len76",4
2012,"2","1","age8","len80",3
2012,"2","1","age8","len84",1
2012,"2","1","age8","len88",5
2012,"2","1","age8","len92",1
2012,"2","1","age8","len96",1
2012,"2","1","age9","len100",1
2012,"2","1","age9","len108",1
2012,"2","1","age9","len76",1
2012,"2","1","age9","len84",3
2012,"2","1","age9","len88",2
2012,"2","1","age9","len96",2
2012,"3","1","age10","len100",1
2012,"3","1","age10","len104",2
2012,"3","1","age10","len108",2
2012,"3","1","age10","len84",1
2012,"3","1","age10","len88",1
2012,"3","1","age10","len92",4
2012,"3","1","age10","len96",2
2012,"3","1","age11","len104",2
2012,"3","1","age11","len112",2
2012,"3","1","age11","len116",2
2012,"3","1","age11","len120",1
2012,"3","1","age11","len124",1
2012,"3","1","age11","len140",1
2012,"3","1","age11","len144",1
2012,"3","1","age11","len88",1
2012,"3","1","age11","len96",1
2012,"3","1","age4","len72",1
2012,"3","1","age5","len64",1
2012,"3","1","age6","len52",2
2012,"3","1","age6","len56",2
2012,"3","1","age6","len60",2
2012,"3","1","age6","len64",2
2012,"3","1","age6","len68",4
2012,"3","1","age6","len72",1
2012,"3","1","age6","len76",1
2012,"3","1","age6","len80",3
2012,"3","1","age6","len84",1
2012,"3","1","age6","len96",1
2012,"3","1","age7","len56",2
2012,"3","1","age7","len60",2
2012,"3","1","age7","len64",10
2012,"3","1","age7","len68",5
2012,"3","1","age7","len72",1
2012,"3","1","age7","len76",2
2012,"3","1","age7","len80",1
2012,"3","1","age7","len84",2
2012,"3","1","age7","len96",1
2012,"3","1","age8","len100",1
2012,"3","1","age8","len44",1
2012,"3","1","age8","len68",2
2012,"3","1","age8","len72",1
2012,"3","1","age8","len76",2
2012,"3","1","age8","len80",2
2012,"3","1","age8","len84",1
2012,"3","1","age8","len88",1
2012,"3","1","age8","len92",2
2012,"3","1","age8","len96",1
2012,"3","1","age9","len100",1
2012,"3","1","age9","len112",1
2012,"3","1","age9","len64",1
2012,"3","1","age9","len76",3
2012,"3","1","age9","len80",2
2012,"3","1","age9","len84",3
2012,"3","1","age9","len88",1
2012,"3","1","age9","len92",2
2013,"1","1","age10","len100",1
2013,"1","1","age10","len104",4
2013,"1","1","age10","len108",2
2013,"1","1","age10","len112",1
2013,"1","1","age10","len76",2
2013,"1","1","age10","len80",1
2013,"1","1","age10","len84",1
2013,"1","1","age10","len88",4
2013,"1","1","age10","len92",4
2013,"1","1","age10","len96",3
2013,"1","1","age11","len104",1
2013,"1","1","age11","len108",1
2013,"1","1","age11","len112",2
2013,"1","1","age11","len116",3
2013,"1","1","age11","len124",2
2013,"1","1","age11","len128",1
2013,"1","1","age5","len56",4
2013,"1","1","age5","len60",2
2013,"1","1","age5","len64",4
2013,"1","1","age5","len72",1
2013,"1","1","age6","len52",1
2013,"1","1","age6","len56",1
2013,"1","1","age6","len60",12
2013,"1","1","age6","len64",14
2013,"1","1","age6","len68",15
2013,"1","1","age6","len72",8
2013,"1","1","age6","len76",9
2013,"1","1","age6","len80",1
2013,"1","1","age6","len84",3
2013,"1","1","age6","len88",1
2013,"1","1","age7","len40",1
2013,"1","1","age7","len56",1
2013,"1","1","age7","len60",4
2013,"1","1","age7","len64",11
2013,"1","1","age7","len68",15
2013,"1","1","age7","len72",9
2013,"1","1","age7","len76",10
2013,"1","1","age7","len80",10
2013,"1","1","age7","len84",4
2013,"1","1","age7","len88",2
2013,"1","1","age7","len92",2
2013,"1","1","age7","len96",1
2013,"1","1","age8","len100",4
2013,"1","1","age8","len104",2
2013,"1","1","age8","len108",1
2013,"1","1","age8","len112",1
2013,"1","1","age8","len64",1
2013,"1","1","age8","len68",4
2013,"1","1","age8","len72",2
2013,"1","1","age8","len76",8
2013,"1","1","age8","len80",12
2013,"1","1","age8","len84",15
2013,"1","1","age8","len88",16
2013,"1","1","age8","len92",11
2013,"1","1","age8","len96",5
2013,"1","1","age9","len100",5
2013,"1","1","age9","len104",3
2013,"1","1","age9","len120",1
2013,"1","1","age9","len72",2
2013,"1","1","age9","len76",5
2013,"1","1","age9","len80",4
2013,"1","1","age9","len84",11
2013,"1","1","age9","len88",11
2013,"1","1","age9","len92",8
2013,"1","1","age9","len96",8
2013,"2","1","age10","len100",1
2013,"2","1","age10","len104",2
2013,"2","1","age10","len108",4
2013,"2","1","age10","len112",5
2013,"2","1","age10","len116",2
2013,"2","1","age10","len120",3
2013,"2","1","age10","len64",1
2013,"2","1","age10","len80",1
2013,"2","1","age10","len84",1
2013,"2","1","age10","len88",1
2013,"2","1","age10","len92",2
2013,"2","1","age10","len96",5
2013,"2","1","age11","len104",1
2013,"2","1","age11","len108",1
2013,"2","1","age11","len112",3
2013,"2","1","age11","len116",2
2013,"2","1","age11","len128",1
2013,"2","1","age11","len136",1
2013,"2","1","age11","len140",1
2013,"2","1","age11","len60",1
2013,"2","1","age11","len72",1
2013,"2","1","age11","len80",2
2013,"2","1","age11","len88",1
2013,"2","1","age11","len96",1
2013,"2","1","age4","len72",2
2013,"2","1","age5","len48",3
2013,"2","1","age5","len56",2
2013,"2","1","age5","len60",1
2013,"2","1","age5","len64",2
2013,"2","1","age5","len68",2
2013,"2","1","age5","len72",4
2013,"2","1","age5","len76",2
2013,"2","1","age6","len108",1
2013,"2","1","age6","len116",2
2013,"2","1","age6","len136",1
2013,"2","1","age6","len52",2
2013,"2","1","age6","len56",3
2013,"2","1","age6","len60",11
2013,"2","1","age6","len64",18
2013,"2","1","age6","len68",21
2013,"2","1","age6","len72",19
2013,"2","1","age6","len76",9
2013,"2","1","age6","len80",9
2013,"2","1","age6","len84",8
2013,"2","1","age6","len88",6
2013,"2","1","age6","len92",2
2013,"2","1","age7","len100",5
2013,"2","1","age7","len104",1
2013,"2","1","age7","len124",2
2013,"2","1","age7","len52",1
2013,"2","1","age7","len56",1
2013,"2","1","age7","len60",6
2013,"2","1","age7","len64",10
2013,"2","1","age7","len68",23
2013,"2","1","age7","len72",21
2013,"2","1","age7","len76",31
2013,"2","1","age7","len80",21
2013,"2","1","age7","len84",19
2013,"2","1","age7","len88",5
2013,"2","1","age7","len92",1
2013,"2","1","age7","len96",3
2013,"2","1","age8","len100",4
2013,"2","1","age8","len104",3
2013,"2","1","age8","len108",1
2013,"2","1","age8","len116",1
2013,"2","1","age8","len56",1
2013,"2","1","age8","len64",2
2013,"2","1","age8","len68",2
2013,"2","1","age8","len72",4
2013,"2","1","age8","len76",11
2013,"2","1","age8","len80",11
2013,"2","1","age8","len84",24
2013,"2","1","age8","len88",16
2013,"2","1","age8","len92",14
2013,"2","1","age8","len96",9
2013,"2","1","age9","len100",4
2013,"2","1","age9","len104",6
2013,"2","1","age9","len108",2
2013,"2","1","age9","len112",5
2013,"2","1","age9","len116",1
2013,"2","1","age9","len120",2
2013,"2","1","age9","len56",1
2013,"2","1","age9","len68",1
2013,"2","1","age9","len72",1
2013,"2","1","age9","len76",3
2013,"2","1","age9","len80",3
2013,"2","1","age9","len84",5
2013,"2","1","age9","len88",13
2013,"2","1","age9","len92",15
2013,"2","1","age9","len96",11
2013,"3","1","age10","len100",2
2013,"3","1","age10","len108",1
2013,"3","1","age10","len112",1
2013,"3","1","age10","len120",1
2013,"3","1","age10","len88",1
2013,"3","1","age10","len92",3
2013,"3","1","age11","len116",2
2013,"3","1","age11","len120",1
2013,"3","1","age11","len124",1
2013,"3","1","age5","len76",1
2013,"3","1","age5","len84",1
2013,"3","1","age6","len68",1
2013,"3","1","age6","len72",7
2013,"3","1","age6","len76",4
2013,"3","1","age6","len84",3
2013,"3","1","age6","len88",1
2013,"3","1","age7","len104",1
2013,"3","1","age7","len60",1
2013,"3","1","age7","len64",3
2013,"3","1","age7","len68",4
2013,"3","1","age7","len72",12
2013,"3","1","age7","len76",3
2013,"3","1","age7","len80",7
2013,"3","1","age7","len84",3
2013,"3","1","age7","len96",1
2013,"3","1","age8","len100",3
2013,"3","1","age8","len68",1
2013,"3","1","age8","len72",1
2013,"3","1","age8","len76",5
2013,"3","1","age8","len80",4
2013,"3","1","age8","len84",2
2013,"3","1","age8","len88",4
2013,"3","1","age8","len96",1
2013,"3","1","age9","len104",1
2013,"3","1","age9","len120",1
2013,"3","1","age9","len124",1
2013,"3","1","age9","len76",1
2013,"3","1","age9","len80",3
2013,"3","1","age9","len84",1
2013,"3","1","age9","len88",3
2013,"3","1","age9","len92",1
2013,"3","1","age9","len96",1
2013,"4","1","age10","len100",3
2013,"4","1","age10","len104",1
2013,"4","1","age10","len108",2
2013,"4","1","age11","len116",1
2013,"4","1","age11","len124",2
2013,"4","1","age11","len128",1
2013,"4","1","age5","len68",1
2013,"4","1","age5","len84",1
2013,"4","1","age6","len100",1
2013,"4","1","age6","len60",1
2013,"4","1","age6","len64",3
2013,"4","1","age6","len72",3
2013,"4","1","age6","len76",3
2013,"4","1","age6","len80",2
2013,"4","1","age6","len92",2
2013,"4","1","age6","len96",1
2013,"4","1","age7","len100",1
2013,"4","1","age7","len116",1
2013,"4","1","age7","len64",2
2013,"4","1","age7","len68",1
2013,"4","1","age7","len72",4
2013,"4","1","age7","len76",7
2013,"4","1","age7","len80",7
2013,"4","1","age7","len84",9
2013,"4","1","age7","len88",4
2013,"4","1","age7","len92",3
2013,"4","1","age8","len100",3
2013,"4","1","age8","len104",2
2013,"4","1","age8","len72",2
2013,"4","1","age8","len76",5
2013,"4","1","age8","len80",6
2013,"4","1","age8","len84",2
2013,"4","1","age8","len88",5
2013,"4","1","age8","len92",6
2013,"4","1","age8","len96",5
2013,"4","1","age9","len100",8
2013,"4","1","age9","len104",4
2013,"4","1","age9","len108",2
2013,"4","1","age9","len80",1
2013,"4","1","age9","len84",4
2013,"4","1","age9","len88",4
2013,"4","1","age9","len92",9
2013,"4","1","age9","len96",5
2014,"1","1","age10","len100",5
2014,"1","1","age10","len104",1
2014,"1","1","age10","len108",4
2014,"1","1","age10","len112",2
2014,"1","1","age10","len116",3
2014,"1","1","age10","len128",1
2014,"1","1","age10","len88",1
2014,"1","1","age10","len92",2
2014,"1","1","age10","len96",2
2014,"1","1","age11","len100",1
2014,"1","1","age11","len104",2
2014,"1","1","age11","len108",2
2014,"1","1","age11","len112",2
2014,"1","1","age11","len116",1
2014,"1","1","age11","len120",2
2014,"1","1","age11","len124",1
2014,"1","1","age11","len128",1
2014,"1","1","age11","len144",1
2014,"1","1","age11","len152",1
2014,"1","1","age5","len72",1
2014,"1","1","age6","len52",1
2014,"1","1","age6","len56",2
2014,"1","1","age6","len60",4
2014,"1","1","age6","len64",2
2014,"1","1","age6","len68",3
2014,"1","1","age6","len72",3
2014,"1","1","age6","len76",2
2014,"1","1","age6","len92",1
2014,"1","1","age6","len96",1
2014,"1","1","age7","len100",1
2014,"1","1","age7","len60",9
2014,"1","1","age7","len64",8
2014,"1","1","age7","len68",16
2014,"1","1","age7","len72",14
2014,"1","1","age7","len76",10
2014,"1","1","age7","len80",5
2014,"1","1","age7","len84",1
2014,"1","1","age7","len92",1
2014,"1","1","age8","len100",3
2014,"1","1","age8","len64",1
2014,"1","1","age8","len68",7
2014,"1","1","age8","len72",5
2014,"1","1","age8","len76",16
2014,"1","1","age8","len80",4
2014,"1","1","age8","len84",10
2014,"1","1","age8","len88",7
2014,"1","1","age8","len92",4
2014,"1","1","age8","len96",5
2014,"1","1","age9","len100",4
2014,"1","1","age9","len104",2
2014,"1","1","age9","len108",2
2014,"1","1","age9","len120",1
2014,"1","1","age9","len68",1
2014,"1","1","age9","len72",3
2014,"1","1","age9","len80",5
2014,"1","1","age9","len84",1
2014,"1","1","age9","len88",3
2014,"1","1","age9","len92",7
2014,"1","1","age9","len96",3
2014,"2","1","age10","len100",3
2014,"2","1","age10","len104",2
2014,"2","1","age10","len108",5
2014,"2","1","age10","len112",3
2014,"2","1","age10","len116",1
2014,"2","1","age10","len76",1
2014,"2","1","age10","len80",2
2014,"2","1","age10","len88",6
2014,"2","1","age10","len92",6
2014,"2","1","age10","len96",4
2014,"2","1","age11","len100",4
2014,"2","1","age11","len104",2
2014,"2","1","age11","len108",5
2014,"2","1","age11","len112",2
2014,"2","1","age11","len116",3
2014,"2","1","age11","len120",3
2014,"2","1","age11","len128",2
2014,"2","1","age11","len132",1
2014,"2","1","age11","len136",2
2014,"2","1","age11","len140",1
2014,"2","1","age11","len144",1
2014,"2","1","age11","len96",1
2014,"2","1","age5","len40",1
2014,"2","1","age5","len52",1
2014,"2","1","age5","len64",1
2014,"2","1","age5","len68",1
2014,"2","1","age6","len48",1
2014,"2","1","age6","len60",1
2014,"2","1","age6","len64",1
2014,"2","1","age6","len68",2
2014,"2","1","age6","len72",10
2014,"2","1","age6","len76",4
2014,"2","1","age6","len80",5
2014,"2","1","age6","len96",1
2014,"2","1","age7","len100",1
2014,"2","1","age7","len56",2
2014,"2","1","age7","len60",1
2014,"2","1","age7","len64",7
2014,"2","1","age7","len68",15
2014,"2","1","age7","len72",9
2014,"2","1","age7","len76",14
2014,"2","1","age7","len80",8
2014,"2","1","age7","len84",3
2014,"2","1","age7","len88",2
2014,"2","1","age7","len92",2
2014,"2","1","age7","len96",2
2014,"2","1","age8","len100",4
2014,"2","1","age8","len112",1
2014,"2","1","age8","len56",1
2014,"2","1","age8","len64",6
2014,"2","1","age8","len68",4
2014,"2","1","age8","len72",14
2014,"2","1","age8","len76",10
2014,"2","1","age8","len80",13
2014,"2","1","age8","len84",7
2014,"2","1","age8","len88",9
2014,"2","1","age8","len92",6
2014,"2","1","age8","len96",3
2014,"2","1","age9","len100",3
2014,"2","1","age9","len104",2
2014,"2","1","age9","len108",4
2014,"2","1","age9","len112",1
2014,"2","1","age9","len120",1
2014,"2","1","age9","len68",2
2014,"2","1","age9","len72",1
2014,"2","1","age9","len80",2
2014,"2","1","age9","len84",4
2014,"2","1","age9","len88",9
